Id,SalePrice
1558,95937.44679425049
1559,80912.46382093614
1560,135685.85555607147
1561,137601.90739694264
1562,131953.4940694401
1563,122705.37951729294
1564,158680.4056795959
1565,149386.312038092
1566,238872.5727401398
1567,73931.69669795381
1568,234720.8463060666
1569,141004.6335105427
1570,139601.30912477453
1571,114884.31108415367
1572,145303.99973164336
1573,239394.8061983926
1574,113051.42317391405
1575,211547.6167007001
1576,249122.88940623775
1577,191599.47641330247
1578,141514.4725353378
1579,143650.25567052045
1580,189590.3684337776
1581,157301.85508619784
1582,124919.72635041527
1583,318096.17439630517
1584,226238.5141301753
1585,140746.07788186296
1586,68380.25652768565
1587,95231.1058352425
1588,150608.79103606945
1589,97882.66423015995
1590,135927.3303682343
1591,92521.79797628886
1592,118394.16416646293
1593,124262.50110279517
1594,143089.76620666584
1595,106786.11796902893
1596,243516.76198860566
1597,187259.51585196643
1598,210128.30959163624
1599,165080.17949703528
1600,164898.72225566735
1601,64344.02272004889
1602,114863.46641413057
1603,86133.74269956138
1604,260340.82482597133
1605,245528.1697201228
1606,171943.75728399056
1607,166357.9100786495
1608,215039.06481583905
1609,189573.28401876634
1610,152636.6968960663
1611,132409.2844184402
1612,165812.8067699319
1613,165689.64244387357
1614,128888.75858892105
1615,87662.4336214066
1616,73449.69508431343
1617,92125.4900659859
1618,127361.86736229452
1619,142147.10242066262
1620,161476.8902023593
1621,140414.43776005594
1622,138965.76452863798
1623,275865.60044050054
1624,203945.0801185359
1625,121324.76479374431
1626,164883.72322663091
1627,192348.65514270563
1628,274195.5450643994
1629,176576.8332183478
1630,365351.8094809534
1631,218541.29306329318
1632,242446.9210117366
1633,171820.17735752478
1634,185411.17284550756
1635,177347.43813775864
1636,150999.5200330602
1637,196968.0049154141
1638,183844.06966764372
1639,181125.85751504928
1640,259867.89680007964
1641,177954.4842048374
1642,232533.71428403538
1643,219255.26313919586
1644,232673.91893916915
1645,200549.5783448891
1646,160021.60399959327
1647,156677.25162754106
1648,127986.95815845324
1649,141411.8743829096
1650,113689.50640630315
1651,122302.99706177942
1652,96711.88142369915
1653,102008.39810575722
1654,144461.26655682366
1655,143458.10841762007
1656,143689.97808407032
1657,147856.49102922357
1658,145035.37009234462
1659,123379.75394949113
1660,155175.89853506244
1661,439490.18296858715
1662,407949.514619366
1663,392637.78749092214
1664,451864.2165042182
1665,313426.0095629146
1666,317920.15064614755
1667,361007.4591404575
1668,347313.1918631062
1669,303572.27784412564
1670,360567.89285309246
1671,266511.3484272161
1672,457681.2207973081
1673,291079.16981729586
1674,245605.7155241958
1675,194467.876453438
1676,193806.39941127878
1677,220304.6319146357
1678,446816.6316729003
1679,380175.9127861084
1680,354860.85996927065
1681,249353.75812013296
1682,296247.2908983922
1683,180659.79332133097
1684,173306.79614623167
1685,175815.86654762318
1686,168300.80757162417
1687,169650.8236117676
1688,192981.4056943949
1689,198170.47480517416
1690,195394.56799559557
1691,182104.9591846054
1692,265701.09850479604
1693,167230.67722913655
1694,182278.5275834534
1695,165627.5329354159
1696,268867.16679912567
1697,171254.8994036031
1698,355610.1900059756
1699,337058.2869950916
1700,244641.85411978568
1701,264856.686657978
1702,248646.82724309928
1703,251387.803492198
1704,283499.44506025687
1705,231814.71900994016
1706,378251.7648098293
1707,218218.81569269559
1708,210166.85153607395
1709,274258.0651517816
1710,218231.27052365404
1711,266755.3191414781
1712,264389.5067291409
1713,280662.83572296373
1714,226928.19104280497
1715,203072.69690398555
1716,185205.46800439368
1717,170688.09034810332
1718,131552.13990716386
1719,198731.6766777845
1720,241378.07294645323
1721,167342.81678190088
1722,123540.27569311837
1723,156276.92156216633
1724,212968.96816952172
1725,239199.5368816981
1726,187395.10369023896
1727,155528.605017051
1728,173488.6355780273
1729,165275.48333417435
1730,156018.60966883594
1731,125343.94643776731
1732,129218.13460842507
1733,121259.86343192754
1734,121437.04181357526
1735,128363.97298254544
1736,117295.91457591411
1737,302544.9186128904
1738,238738.99169806787
1739,268836.45948638616
1740,219379.69331742235
1741,197162.68660692053
1742,172281.82499448868
1743,173368.57811928476
1744,317048.87004487717
1745,219742.6175938958
1746,180580.32786875276
1747,216076.0450977578
1748,228103.72438388987
1749,150832.69999365357
1750,128561.17415526437
1751,237484.16744969558
1752,123063.98081551409
1753,145787.08900896733
1754,187202.25502573478
1755,171675.68360631733
1756,134113.0483359933
1757,121787.17803869408
1758,142274.33191528622
1759,162652.51262821638
1760,165807.8321841391
1761,146063.11963694717
1762,183266.88196262368
1763,169972.08427460265
1764,113835.70030438802
1765,159738.04440325088
1766,184461.62972941896
1767,226452.85453668787
1768,144057.12735004068
1769,174042.4184143701
1770,149003.11918296482
1771,126518.63085798615
1772,136225.4281193954
1773,131299.7122889583
1774,136022.81024546328
1775,139581.32213205885
1776,125382.56511937104
1777,116171.23277626754
1778,137386.30901343725
1779,114908.36640443615
1780,173699.9957038387
1781,129125.83654864013
1782,85169.29704853709
1783,147173.60364314343
1784,105676.2844512623
1785,119837.29330744852
1786,131492.49603218058
1787,162639.1225732541
1788,55156.09211502941
1789,95511.88707544105
1790,74475.71556598101
1791,181951.11343236014
1792,160658.11243185622
1793,130267.8054709318
1794,149206.23714589397
1795,134127.53237609117
1796,119157.72410276326
1797,115053.28224576621
1798,122610.56929583917
1799,112469.98508146325
1800,133052.43793573222
1801,128646.65331328945
1802,122502.84835784878
1803,146860.77950715617
1804,143723.96518637147
1805,138075.8588132156
1806,123022.9163110668
1807,131091.770145576
1808,114521.89234587966
1809,117916.585622551
1810,141086.78412679635
1811,98488.28111220933
1812,97762.8860864326
1813,123178.66568607217
1814,99540.20996656289
1815,54312.668484296984
1816,97125.95255770178
1817,108977.33029480666
1818,146082.72451287965
1819,125264.45921075408
1820,63134.078656323654
1821,108706.19969624281
1822,149307.94699203986
1823,49219.49876686564
1824,132426.16404935077
1825,136629.17149047804
1826,103988.27970870017
1827,99587.34677787678
1828,138286.06272362126
1829,114931.82382143741
1830,140239.02566127467
1831,147166.73212057372
1832,80962.04993270652
1833,141046.16626938613
1834,119661.12610259811
1835,124922.0483538923
1836,127756.49706644162
1837,87842.31471683487
1838,125982.09769465876
1839,95859.87502934405
1840,153685.99487594905
1841,144283.0762242513
1842,86485.65128772364
1843,128732.17808278863
1844,135322.57276067248
1845,142944.36295261024
1846,154387.5480380289
1847,163820.98902298894
1848,52808.93459341867
1849,109018.78265330802
1850,114839.01997584166
1851,151497.36110024346
1852,123894.68635104792
1853,130760.67431750667
1854,169497.76072498484
1855,151341.3379288699
1856,217759.3862711278
1857,137959.83792697542
1858,138947.11333577256
1859,118676.78337346618
1860,152770.06819283683
1861,118208.3766683871
1862,312663.17172824725
1863,291777.4127616382
1864,291883.40501057624
1865,332145.1520888268
1866,340694.58895389474
1867,235496.79109004533
1868,302515.281798297
1869,204222.22972062466
1870,229330.58466673928
1871,243327.32684405753
1872,172065.90826309583
1873,249357.71821384813
1874,147716.56634645752
1875,197013.3710206556
1876,196375.09326269847
1877,209432.46757101858
1878,198835.70981789738
1879,132055.02471745096
1880,134007.24447772265
1881,245927.2355457612
1882,251270.72155182032
1883,189380.20089141757
1884,204957.6114688491
1885,237083.33412454877
1886,289889.14177315694
1887,208769.10061940103
1888,279821.04844619345
1889,166302.54542069937
1890,120901.48194670628
1891,131056.28132806087
1892,102266.59411403752
1893,131169.48120904813
1894,123907.58939772306
1895,132633.23752122445
1896,127583.31372313434
1897,113602.2344834159
1898,115038.94210511929
1899,155453.1340267014
1900,155326.99878835276
1901,175865.62935693996
1902,148544.67631155433
1903,217086.122480158
1904,147657.29883978207
1905,205767.34270429472
1906,166100.07484097627
1907,200218.3465943968
1908,106899.96423984786
1909,133735.8663299591
1910,118024.77557871095
1911,214577.4797718577
1912,332420.46483520535
1913,139337.66561127905
1914,69292.66651853258
1915,316274.9341649659
1916,62779.04171426221
1917,251157.488123208
1918,143670.3274871097
1919,174092.61811282448
1920,148500.06226480543
1921,419313.1228566801
1922,316489.55235200643
1923,222174.3452921327
1924,225477.56036265288
1925,194228.0124984364
1926,401767.49593622907
1927,134504.20283902163
1928,155609.59378209873
1929,130753.05659334676
1930,133606.20001317115
1931,146939.62841457975
1932,141348.66643309145
1933,181527.45826425127
1934,181889.57115141035
1935,170000.55045598414
1936,187736.7095892598
1937,182406.70701681555
1938,172881.223854529
1939,240142.74782237026
1940,190746.32683374587
1941,170759.766799745
1942,186119.09423351442
1943,205519.3557607513
1944,365332.1394004208
1945,393337.9328268761
1946,133782.67379752672
1947,307054.027083905
1948,166267.92554715375
1949,249758.26886516577
1950,183748.49915667129
1951,248558.0403414996
1952,216226.23162190287
1953,167758.023532976
1954,181393.2124068625
1955,131771.82252224433
1956,297884.2456270325
1957,152456.68363551248
1958,308809.6494880458
1959,143799.80250025008
1960,114596.93299331672
1961,124791.51448145708
1962,97607.5708869644
1963,105494.50711518401
1964,112302.10837187002
1965,142904.24721666385
1966,137903.46619393656
1967,287216.4621272345
1968,433596.8309643052
1969,399083.86963483377
1970,421468.8170387448
1971,433048.6686892932
1972,389860.42139078584
1973,262620.56808063446
1974,330635.3852606267
1975,494863.5928307521
1976,269256.42759465665
1977,340919.63102521584
1978,349065.9777349671
1979,325254.5208913355
1980,196107.0780712247
1981,353692.51890757505
1982,220536.90860330642
1983,204934.84680074544
1984,169722.08870052968
1985,221784.7856013708
1986,214628.01244238933
1987,175130.21367446485
1988,177921.01513240387
1989,196118.30088949326
1990,213826.0792077717
1991,234107.88610746694
1992,213137.68393309362
1993,170713.283016406
1994,230505.4908435044
1995,185047.24862952842
1996,251898.38760573862
1997,315669.5846366331
1998,339407.55773035984
1999,262903.0247410216
2000,326617.6563411008
2001,270883.8441095927
2002,249104.24688723186
2003,260400.69988451825
2004,270618.83488782874
2005,220098.49178315356
2006,223590.34604448208
2007,252153.73599460284
2008,217310.8677915817
2009,194764.52818486767
2010,193789.28437213384
2011,135579.7767933435
2012,170957.1962462675
2013,179264.88816866322
2014,184902.24359200886
2015,201551.2601295289
2016,191388.08473720003
2017,195862.01877016047
2018,123884.70559267668
2019,136760.49527612727
2020,107078.8459801987
2021,105202.4519971683
2022,183844.27957022068
2023,146658.7378868974
2024,259168.09592329283
2025,352299.1498040104
2026,172811.11770210558
2027,158575.20325225484
2028,152162.99603716072
2029,166730.81982184312
2030,270726.22754523007
2031,232518.71547220286
2032,246497.85217729514
2033,264120.19783972617
2034,170474.66453255928
2035,216111.4504418475
2036,194747.82249600298
2037,197644.60062209243
2038,308679.60699335596
2039,223073.48539794027
2040,264901.38397354464
2041,317335.1241517742
2042,206231.035538074
2043,176608.0026439734
2044,165255.3052325971
2045,216292.87747818686
2046,141574.546345253
2047,146129.8013371387
2048,141564.05464663386
2049,138372.52313764446
2050,174245.1196749159
2051,106301.13502628806
2052,120586.41870881947
2053,148144.19111181574
2054,83846.56948522199
2055,159144.54145887907
2056,143531.862746442
2057,115624.72755593006
2058,221218.4453032078
2059,131503.45961297618
2060,176784.05634062798
2061,177332.59262908882
2062,131259.6048097805
2063,113120.63538292429
2064,140849.88186156313
2065,122830.58315672056
2066,160272.72499963854
2067,111439.89791634897
2068,139734.59473126943
2069,86671.63412403679
2070,112362.65280794835
2071,94916.4571551662
2072,126999.4705052004
2073,138664.79085300164
2074,182349.26246855286
2075,143429.82733761246
2076,119930.23500630137
2077,158250.14480899228
2078,130649.01473077158
2079,132749.60984520763
2080,117958.7519754574
2081,128096.13029997787
2082,121348.16050357369
2083,141524.3435399402
2084,109930.08448960638
2085,116847.38200045857
2086,109116.06102569468
2087,118179.2027257347
2088,100195.1934675753
2089,76435.12559031261
2090,130315.49437102488
2091,116884.5361593957
2092,126856.40438341629
2093,123221.38059285295
2094,112380.31107841944
2095,143698.83619832117
2096,77276.07495955487
2097,97236.35133601888
2098,144480.47519760684
2099,51203.111222288055
2100,77313.32916464478
2101,120362.67021374192
2102,124272.19624998597
2103,101844.42388355671
2104,137686.97838402307
2105,128554.48372341474
2106,64785.120730584495
2107,208205.60691103383
2108,113207.48649098129
2109,110565.6918464058
2110,137299.19215283796
2111,136951.95882614647
2112,142576.08834941164
2113,124313.3434215072
2114,115059.42143954645
2115,165203.29898959785
2116,116289.47769589786
2117,151498.33276087287
2118,125664.28895030852
2119,110889.94729583769
2120,113815.66271401566
2121,86470.1321567369
2122,110707.88251499036
2123,85114.39128597756
2124,166440.75887308337
2125,125112.30649789693
2126,150368.27895577898
2127,152526.62663627756
2128,127230.32836701412
2129,91407.63446903606
2130,133526.9499615841
2131,129655.69730333923
2132,114783.63167483833
2133,121639.15645444335
2134,122758.52502483627
2135,91591.50394900476
2136,73460.54253470278
2137,106230.87108251137
2138,132870.28689884042
2139,150352.95980794594
2140,141419.66673990357
2141,149412.7626548063
2142,123676.14389937022
2143,150197.10619182762
2144,120086.42173965777
2145,136438.73150456636
2146,163084.19428947344
2147,143402.26377977268
2148,134811.03138785058
2149,150435.33614078266
2150,219992.8536450802
2151,115734.30872305931
2152,174871.8671047851
2153,166486.42033004414
2154,107986.50954588989
2155,140220.6743888019
2156,270855.9348773609
2157,235061.97482424375
2158,236228.84850485536
2159,207607.28390976414
2160,177706.15776910415
2161,238978.46249217528
2162,383592.2108606163
2163,347010.6968031959
2164,243825.24986448343
2165,201114.23523519817
2166,153819.15481398843
2167,212501.78565637476
2168,200013.11923770304
2169,195973.4314069326
2170,219646.81830002714
2171,152483.51201892557
2172,131437.7654845535
2173,172237.7439722616
2174,227578.79576540887
2175,292568.7080106202
2176,316563.0739746461
2177,238490.11837565486
2178,214058.34962389644
2179,139854.7958456796
2180,219317.65347314894
2181,188597.12480253086
2182,221617.7582824178
2183,189804.85593370307
2184,121896.18143291541
2185,116365.68562290196
2186,148375.28155586566
2187,150022.5316157012
2188,152308.87872188422
2189,265061.0763379564
2190,81818.3108105642
2191,82128.56093833783
2192,92000.51839251028
2193,102550.68644735133
2194,99045.8336804251
2195,109033.87754467124
2196,95219.70154327735
2197,118254.92883016024
2198,156782.3790456505
2199,182212.4935612551
2200,151702.13247876067
2201,145221.33577252732
2202,218135.60610291568
2203,138014.9821369243
2204,188352.75972718658
2205,119121.52171283061
2206,146520.03308734266
2207,211012.87467952
2208,254270.40234904745
2209,244378.75521246626
2210,116269.1558431461
2211,114869.53458904187
2212,115580.21492301105
2213,102164.28185974299
2214,136784.90014499813
2215,99513.52203880501
2216,142861.6017147729
2217,64671.22718842471
2218,81694.38483587229
2219,79353.12262087458
2220,78826.51262863242
2221,318423.0065376786
2222,277611.6301706623
2223,309197.76039764576
2224,212607.6065564442
2225,119719.88780496774
2226,189337.94508950246
2227,200526.52092486995
2228,262743.84977346455
2229,258432.66947291727
2230,154599.08080697915
2231,215724.92802224366
2232,181995.84903786643
2233,179817.32873568445
2234,239786.416955065
2235,221014.22554123044
2236,266693.47203181585
2237,332742.69900464505
2238,200526.87187113374
2239,108909.10934263867
2240,158166.68198075585
2241,158901.87968844007
2242,123889.49228082769
2243,128524.45880017702
2244,105644.06857147256
2245,98887.50148070195
2246,141798.54445277166
2247,112098.34194469039
2248,125842.18726172492
2249,123572.52944409386
2250,132639.18502798592
2251,92159.07009027603
2252,174871.4080341205
2253,154414.66960696026
2254,176509.43184551116
2255,190503.14752970796
2256,180898.7950793597
2257,210941.32879992801
2258,159867.56941758245
2259,180460.51310832618
2260,162359.3932240483
2261,184294.66274587647
2262,205408.8046276252
2263,387413.5490904132
2264,449395.09625335946
2265,171520.65782457968
2266,306330.63513328874
2267,365086.8892803792
2268,407669.26306005
2269,148433.5651227588
2270,195683.062143871
2271,218283.37903047167
2272,196464.26947937996
2273,164997.3135499933
2274,184050.26036955684
2275,165338.1809506204
2276,192470.2250826991
2277,183456.69734515317
2278,145104.14908509483
2279,127966.80381547338
2280,121066.54953768096
2281,169042.12125693337
2282,185535.34193390174
2283,103305.57853253395
2284,110345.65081243968
2285,140215.58603415417
2286,124526.80267950671
2287,355454.15685668134
2288,266919.0456429773
2289,381765.8853060753
2290,449141.00974848616
2291,329806.74628967536
2292,451552.00081545126
2293,467033.4371303845
2294,402252.7018482018
2295,467012.72571951826
2296,281594.1587451177
2297,326870.3231058735
2298,328594.476202323
2299,368606.8539674358
2300,335637.76168189186
2301,298477.02488492976
2302,246766.99427693122
2303,236888.4077217822
2304,236656.31794016488
2305,193597.64577374136
2306,191455.86410247584
2307,198114.87629387155
2308,227336.42643998272
2309,285022.5122221447
2310,207147.00664789265
2311,197360.16900461292
2312,178640.30880313876
2313,176731.55604338108
2314,169073.44049854967
2315,180091.88311750186
2316,193673.4799838427
2317,187741.34957707592
2318,180423.30828448167
2319,181546.78742882865
2320,185047.58942639077
2321,236843.5082515173
2322,175098.37521572577
2323,186405.48616438673
2324,173842.81170782793
2325,215112.50059287052
2326,172075.29555193693
2327,206995.85778011792
2328,227495.34481372713
2329,189380.8533878583
2330,182158.80434494346
2331,361529.0682813387
2332,384167.04479166743
2333,327156.5603302606
2334,252290.57364459577
2335,272130.05979466956
2336,330250.6534188149
2337,204477.67083016032
2338,275225.96393160714
2339,215222.28586178625
2340,394898.75865885627
2341,224878.5704995757
2342,235960.87528703205
2343,232484.8164932297
2344,217554.56211884457
2345,233055.46126409798
2346,211562.3151638773
2347,199556.09705913288
2348,238406.4818383527
2349,181983.17487423203
2350,298992.9126587535
2351,256985.8602448589
2352,257164.11839482383
2353,247637.87144986552
2354,136632.28635050834
2355,142915.25305442177
2356,152836.0737055383
2357,194292.34833686874
2358,196470.0474042857
2359,132709.294607353
2360,117715.02293661916
2361,146693.0385824396
2362,266189.5904068372
2363,135516.75235790998
2364,154964.51833131572
2365,218058.5198318686
2366,185015.2788583059
2367,223354.3530113019
2368,215682.0874816958
2369,222435.3073193771
2370,170115.26819032602
2371,169343.96358052103
2372,196797.33320105672
2373,285134.20531207224
2374,318614.1988035719
2375,255593.23799206363
2376,280443.5043132915
2377,346248.67488581233
2378,138906.71654672068
2379,198783.59163408066
2380,146767.15766572382
2381,169209.69399685354
2382,200814.6365533784
2383,207667.0182519722
2384,248901.02848252424
2385,162142.56729339258
2386,134218.61684974653
2387,136205.13695537217
2388,100115.10139376073
2389,122874.77055245999
2390,145523.3763167285
2391,145656.95996758703
2392,114175.65631393477
2393,168366.48712196574
2394,139899.22900209943
2395,210606.16845280636
2396,147431.67338907538
2397,221127.42385844127
2398,132133.30858198192
2399,58660.07490697739
2400,55548.248483429365
2401,115048.76146596871
2402,137027.59664153235
2403,141804.5567075673
2404,153779.32134102858
2405,162295.70472345376
2406,143060.6773084412
2407,126574.41786027038
2408,144801.02881749277
2409,121283.6968579356
2410,165893.8750251867
2411,117308.3335706642
2412,160828.70154100278
2413,130319.33150069253
2414,148440.02492090812
2415,133169.4772624304
2416,125442.29057101315
2417,135526.52290354218
2418,134101.93535607506
2419,129614.7467830262
2420,127570.63093949042
2421,145205.15957797552
2422,104556.37884823864
2423,121242.76294004652
2424,150642.8879651486
2425,194620.6638272571
2426,132561.9885513225
2427,133789.10245654848
2428,181410.71308251578
2429,114881.35627823076
2430,135287.22389156802
2431,109299.60380786033
2432,147168.97152646552
2433,150661.15746184255
2434,139599.50328652206
2435,156213.0588652788
2436,106675.54620840694
2437,111185.75456241655
2438,128336.27594907719
2439,104926.66766031981
2440,120970.45921266467
2441,97299.37941511742
2442,98567.55598987035
2443,122969.01482670143
2444,128401.15811551348
2445,88999.91370400232
2446,132677.57143643836
2447,181734.36047254808
2448,131192.86010451295
2449,113312.13849709222
2450,147008.5096987847
2451,124365.73232780054
2452,198522.5869418525
2453,92211.13637498884
2454,120171.7035890612
2455,126701.14696451259
2456,134651.77727013
2457,133354.64011992354
2458,126769.20166106231
2459,111244.62092159086
2460,139547.19020178186
2461,122306.30032929034
2462,137779.27683927608
2463,122485.16554227402
2464,175038.9047809132
2465,141303.46970718796
2466,114961.7725994244
2467,135245.97857990215
2468,78410.02109218681
2469,73765.41679652737
2470,190296.87628607097
2471,209459.3692241697
2472,157571.96974971177
2473,117629.79918531263
2474,78378.02855777895
2475,214149.84422495653
2476,119229.52362730392
2477,129615.5610279278
2478,154346.61435546313
2479,104165.61847214092
2480,157711.08312173036
2481,122939.2589258874
2482,129232.3408496387
2483,113509.78898819866
2484,128322.64549641235
2485,128518.26995420032
2486,155904.352549761
2487,163474.94123220953
2488,160177.06817265594
2489,153304.38742856827
2490,148245.5905161207
2491,91910.05148328377
2492,191029.0646959935
2493,147532.96636113548
2494,149252.96617178575
2495,91815.24653502669
2496,249032.52033401432
2497,152146.5020134091
2498,112266.56090535306
2499,90624.99597227489
2500,128803.99017530933
2501,135297.0889826916
2502,153373.69297622325
2503,97260.60926709218
2504,175286.10215903987
2505,223642.67150484616
2506,254405.86092969027
2507,277889.6246212802
2508,254806.59441504016
2509,216861.24628680176
2510,221369.75238858987
2511,175885.1754649718
2512,204657.4665044683
2513,222382.27574347003
2514,261606.53469397008
2515,152890.87239514105
2516,174616.1606234178
2517,145272.02070962713
2518,156288.71273729802
2519,221805.60712342025
2520,213827.5522536459
2521,189523.65352416868
2522,223526.4739344219
2523,122708.87604698904
2524,139468.3862777851
2525,150269.8974869958
2526,135688.63489010668
2527,115979.47301073647
2528,129136.92986343196
2529,133565.34610742077
2530,122121.90737666385
2531,248401.94120124145
2532,226261.05914753932
2533,199956.05808009248
2534,231984.62469834957
2535,304745.9653185269
2536,232874.45784443265
2537,231687.76028666453
2538,183341.03973635315
2539,186901.6289276805
2540,177380.62201752613
2541,184476.31358267547
2542,169358.7506253052
2543,125960.21372188063
2544,123690.8291845696
2545,133974.30534069517
2546,124026.59766325774
2547,138898.7022961
2548,149909.9807232298
2549,156932.9411469228
2550,384022.92248170153
2551,136939.6613390605
2552,133055.47429585908
2553,74976.43105262463
2554,96904.51637443561
2555,118981.15784156858
2556,103615.96974404747
2557,107123.82058328486
2558,148688.7494103681
2559,137045.3961718584
2560,153249.37043739407
2561,139382.36642148727
2562,138882.48115563084
2563,150532.46672717645
2564,205186.71378647524
2565,135615.9521060528
2566,159560.2556316097
2567,136314.25734480913
2568,201941.34092355001
2569,217256.27134574146
2570,113474.39045108124
2571,187944.7664596199
2572,146191.28881560094
2573,216804.40159246355
2574,278238.1012777688
2575,129865.49027555683
2576,121904.23095938218
2577,145386.25853842284
2578,83111.47360803557
2579,63896.71496036522
2580,118291.80638005848
2581,114406.17895067441
2582,126458.33418234083
2583,281196.9039802803
2584,174947.42535598832
2585,184048.07739598022
2586,222387.1277317028
2587,197719.9001804402
2588,146574.20961108708
2589,152075.36347955864
2590,211631.92191764936
2591,219574.58521647102
2592,216518.03348638464
2593,257012.53730721035
2594,180107.82108580193
2595,199057.76447103452
2596,310085.02586605895
2597,186229.49944312815
2598,284152.9197202275
2599,307527.3263861856
2600,141082.04259436514
2601,150314.25475525093
2602,82324.9138533157
2603,95113.76367302531
2604,88630.65929047027
2605,75132.05392204504
2606,149162.67620931385
2607,203006.97693434893
2608,210507.2824803809
2609,171652.12490060806
2610,115318.37930738826
2611,117915.55867663176
2612,160885.73950448318
2613,131824.20354972058
2614,127824.75645741174
2615,154735.63763823974
2616,148112.11771309358
2617,178924.1311924589
2618,196158.63316802145
2619,196137.8057156063
2620,186323.51740641458
2621,176642.44280186007
2622,185702.25528689424
2623,246318.61041979515
2624,317025.03780868417
2625,296291.91571669676
2626,176314.92645464078
2627,167057.86996010752
2628,474526.8942460549
2629,505730.1207668501
2630,359144.13910898846
2631,475730.8293495369
2632,435274.1636083063
2633,316799.4571483822
2634,425947.01150614605
2635,159685.4935596769
2636,175181.58792655228
2637,173014.2278864314
2638,255417.2854247337
2639,185751.57528867444
2640,153908.82349724454
2641,108245.40009985528
2642,190472.89195601695
2643,97131.17249404514
2644,123017.66037024166
2645,104330.91779440916
2646,94019.38387334309
2647,103073.97080626366
2648,148182.3192342458
2649,150555.77140077765
2650,139327.28813554253
2651,141978.4487373661
2652,404344.7379777747
2653,247729.19642137655
2654,241981.98921591465
2655,395660.6500090952
2656,310241.1921626423
2657,356929.91388393904
2658,307161.6646916057
2659,294760.457586263
2660,362605.4058963777
2661,344438.2523243347
2662,361000.2181499129
2663,280500.0249445368
2664,273405.2991664881
2665,326832.45121423574
2666,281156.1677855184
2667,167437.13392239358
2668,177874.6161662586
2669,179294.11802308992
2670,272950.3978538569
2671,185606.0234448203
2672,192050.67224023875
2673,208743.11917070855
2674,201603.34488872802
2675,162075.61500496988
2676,193163.06342870375
2677,196394.21486427065
2678,258342.75224680567
2679,272101.20660105976
2680,281358.3297616074
2681,409727.774530586
2682,323130.367941309
2683,518629.45183026564
2684,314689.18071725336
2685,330131.97604491404
2686,250901.2642427085
2687,328632.3298059614
2688,213234.9607243911
2689,199835.43412673834
2690,416253.38233381143
2691,190653.50684421588
2692,130265.85585707439
2693,195454.25681350904
2694,132206.56329135626
2695,196174.25921628118
2696,187196.7080443923
2697,189489.2112857837
2698,186624.0266722619
2699,175621.1198310461
2700,156535.93799723563
2701,150846.28422647424
2702,108210.74469526533
2703,123130.48385054889
2704,139185.07007801053
2705,120615.67945708166
2706,113561.35677296438
2707,123360.3073639599
2708,133315.25925604952
2709,107527.9620357157
2710,130607.74256568782
2711,279748.9919452844
2712,364188.14842105197
2713,169554.45795152584
2714,150882.22717073912
2715,171268.54379495519
2716,140694.27134076564
2717,180715.54724909764
2718,223863.75236727484
2719,156784.4697128696
2720,172965.74447455554
2721,132997.8181844993
2722,160976.01731537815
2723,143170.06757544703
2724,127110.56050717708
2725,131576.08638035602
2726,150972.31111963646
2727,184157.67978123314
2728,177941.47927250454
2729,150934.02159687935
2730,145550.54421897943
2731,131898.5174016779
2732,132421.82091097964
2733,160320.94770236852
2734,146839.7275837939
